Year,ID,Realization,Instance,NAO Index,NAO Anomaly
1965,r5.0i2.0,5,2,28.520263671875,2.6439049762228244
1965,r6.0i1.0,6,1,27.0509033203125,1.0598967179008163
1965,r6.0i2.0,6,2,23.0081787109375,-2.9054193911345116
1965,r7.0i1.0,7,1,26.820068359375,-0.10208527938179301
1965,r7.0i2.0,7,2,28.8580322265625,2.6249482528023087
1965,r8.0i1.0,8,1,25.43902587890625,-0.8656032396399453
1965,r8.0i2.0,8,2,23.11419677734375,-3.3098117994225547
1965,r9.0i1.0,9,1,31.2880859375,4.723636793053668
1965,r9.0i2.0,9,2,24.8486328125,-1.2113315748131797
1965,r10.0i1.0,10,1,27.04547119140625,0.874743917713996
1965,r10.0i2.0,10,2,28.6209716796875,2.2674016537873634
1966,r1.0i1.0,1,1,27.11334228515625,0.07365881878396863
1966,r1.0i2.0,1,2,27.22161865234375,0.8383616571841017
1966,r2.0i1.0,2,1,26.44976806640625,0.30633279551630466
1966,r2.0i2.0,2,2,21.77642822265625,-4.488245425016984
1966,r3.0i1.0,3,1,28.35272216796875,1.5869273310122267
1966,r3.0i2.0,3,2,24.928466796875,-0.42450614597486336
1966,r4.0i1.0,4,1,25.87530517578125,-0.6118230405061134
1966,r4.0i2.0,4,2,25.60284423828125,-0.47732676630434767
1966,r5.0i1.0,5,1,23.81964111328125,-2.1622553286345116
1966,r5.0i2.0,5,2,24.56298828125,-1.3133704144021756
1966,r6.0i1.0,6,1,27.35107421875,1.3600676163383163
1966,r6.0i2.0,6,2,29.02410888671875,3.1105107846467384
1966,r7.0i1.0,7,1,25.71722412109375,-1.204929517663043
1966,r7.0i2.0,7,2,28.39166259765625,2.1585786238960587
1966,r8.0i1.0,8,1,21.657470703125,-4.647158415421195
1966,r8.0i2.0,8,2,27.97076416015625,1.5467555833899453
1966,r9.0i1.0,9,1,24.35784912109375,-2.206600023352582
1966,r9.0i2.0,9,2,25.76751708984375,-0.29244729746942966
1966,r10.0i1.0,10,1,26.3489990234375,0.17827174974524596
1966,r10.0i2.0,10,2,30.18536376953125,3.8317937436311134
1967,r1.0i1.0,1,1,28.95587158203125,1.9161881156589686
1967,r1.0i2.0,1,2,29.5625,3.1792430048403517
1967,r2.0i1.0,2,1,26.05975341796875,-0.08368185292119534
1967,r2.0i2.0,2,2,29.3155517578125,3.0508781101392657
1967,r3.0i1.0,3,1,24.6964111328125,-2.0693837041440233
1967,r3.0i2.0,3,2,25.54132080078125,0.18834785793138664
1967,r4.0i1.0,4,1,28.52294921875,2.0358210024626366
1967,r4.0i2.0,4,2,26.4642333984375,0.38406239385190233
1967,r5.0i1.0,5,1,23.802978515625,-2.1789179262907616
1967,r5.0i2.0,5,2,28.35662841796875,2.4802697223165744
1967,r6.0i1.0,6,1,23.6927490234375,-2.2982575789741837
1967,r6.0i2.0,6,2,29.2152099609375,3.3016118588654884
1967,r7.0i1.0,7,1,27.71234130859375,0.790187669836957
1967,r7.0i2.0,7,2,26.36602783203125,0.1329438582710587
1967,r8.0i1.0,8,1,26.86370849609375,0.5590793775475547
1967,r8.0i2.0,8,2,25.2637939453125,-1.1602146314538047
1967,r9.0i1.0,9,1,27.80462646484375,1.240177320397418
1967,r9.0i2.0,9,2,20.97265625,-5.08730813731318
1967,r10.0i1.0,10,1,28.5313720703125,2.360644796620246
1967,r10.0i2.0,10,2,28.03240966796875,1.6788396420686134
1968,r1.0i1.0,1,1,27.6658935546875,0.6262100883152186
1968,r1.0i2.0,1,2,23.22119140625,-3.1620655889096483
1968,r2.0i1.0,2,1,23.27960205078125,-2.8638332201086953
1968,r2.0i2.0,2,2,27.09222412109375,0.8275504734205157
1968,r3.0i1.0,3,1,26.59112548828125,-0.17466934867527328
1968,r3.0i2.0,3,2,20.8673095703125,-4.485663372537363
1968,r4.0i1.0,4,1,27.01080322265625,0.5236750063688866
1968,r4.0i2.0,4,2,27.25982666015625,1.1796556555706523
1968,r5.0i1.0,5,1,25.80572509765625,-0.17617134425951164
1968,r5.0i2.0,5,2,24.11895751953125,-1.7574011761209256
1968,r6.0i1.0,6,1,23.57611083984375,-2.4148957625679337
1968,r6.0i2.0,6,2,23.0933837890625,-2.8202143130095116
1968,r7.0i1.0,7,1,22.001220703125,-4.920932935631793
1968,r7.0i2.0,7,2,23.45147705078125,-2.7816069229789413
1968,r8.0i1.0,8,1,26.9720458984375,0.6674167798913047
1968,r8.0i2.0,8,2,26.285888671875,-0.13811990489130466
1968,r9.0i1.0,9,1,28.49346923828125,1.929020093834918
1968,r9.0i2.0,9,2,28.81268310546875,2.7527187181555703
1968,r10.0i1.0,10,1,25.82049560546875,-0.35023166822350404
1968,r10.0i2.0,10,2,27.92425537109375,1.5706853451936134
1969,r1.0i1.0,1,1,32.8448486328125,5.805165166440219
1969,r1.0i2.0,1,2,28.801513671875,2.4182566767153517
1969,r2.0i1.0,2,1,30.4581298828125,4.314694611922555
1969,r2.0i2.0,2,2,27.405029296875,1.1403556492017657
1969,r3.0i1.0,3,1,29.14276123046875,2.3769663935122267
1969,r3.0i2.0,3,2,23.90362548828125,-1.4493474545686134
1969,r4.0i1.0,4,1,22.49072265625,-3.9964055600373634
1969,r4.0i2.0,4,2,24.8116455078125,-1.2685254967730977
1969,r5.0i1.0,5,1,30.59881591796875,4.616919476052988
1969,r5.0i2.0,5,2,23.17803955078125,-2.6983191448709256
1969,r6.0i1.0,6,1,29.1287841796875,3.1377775772758163
1969,r6.0i2.0,6,2,28.54925537109375,2.6356572690217384
1969,r7.0i1.0,7,1,26.9912109375,0.06905729874320699
1969,r7.0i2.0,7,2,24.00262451171875,-2.2304594620414413
1969,r8.0i1.0,8,1,26.7447509765625,0.44012185801630466
1969,r8.0i2.0,8,2,26.80255126953125,0.37854269276494534
1969,r9.0i1.0,9,1,26.9002685546875,0.335819410241168
1969,r9.0i2.0,9,2,26.51007080078125,0.45010641346807034
1969,r10.0i1.0,10,1,27.79437255859375,1.623645284901496
1969,r10.0i2.0,10,2,24.9664306640625,-1.3871393618376366
1970,r1.0i1.0,1,1,27.3634033203125,0.3237198539402186
1970,r1.0i2.0,1,2,25.9471435546875,-0.4361134404721483
1970,r2.0i1.0,2,1,26.19482421875,0.05138894786005466
1970,r2.0i2.0,2,2,28.1240234375,1.8593497898267657
1970,r3.0i1.0,3,1,24.99981689453125,-1.7659779424252733
1970,r3.0i2.0,3,2,25.0,-0.35297294284986336
1970,r4.0i1.0,4,1,30.39874267578125,3.9116144594938866
1970,r4.0i2.0,4,2,21.31903076171875,-4.761140242866848
1970,r5.0i1.0,5,1,23.15130615234375,-2.8305902895720116
1970,r5.0i2.0,5,2,26.71124267578125,0.8348839801290744
1970,r6.0i1.0,6,1,29.70562744140625,3.7146208389945663
1970,r6.0i2.0,6,2,25.00250244140625,-0.9110956606657616
1970,r7.0i1.0,7,1,29.5020751953125,2.579921556555707
1970,r7.0i2.0,7,2,26.57464599609375,0.3415620223335587
1970,r8.0i1.0,8,1,25.84539794921875,-0.45923116932744534
1970,r8.0i2.0,8,2,25.9122314453125,-0.5117771314538047
1970,r9.0i1.0,9,1,26.3701171875,-0.19433195694633199
1970,r9.0i2.0,9,2,25.14093017578125,-0.9190342115319297
1970,r10.0i1.0,10,1,27.7333984375,1.562671163807746
1970,r10.0i2.0,10,2,25.9453125,-0.40825752590013664
1971,r1.0i1.0,1,1,21.81988525390625,-5.219798212466031
1971,r1.0i2.0,1,2,22.8621826171875,-3.5210743779721483
1971,r2.0i1.0,2,1,28.54425048828125,2.4008152173913047
1971,r2.0i2.0,2,2,23.2926025390625,-2.9720711086107343
1971,r3.0i1.0,3,1,26.1644287109375,-0.6013661260190233
1971,r3.0i2.0,3,2,24.1181640625,-1.2348088803498634
1971,r4.0i1.0,4,1,29.97686767578125,3.4897394594938866
1971,r4.0i2.0,4,2,27.53326416015625,1.4530931555706523
1971,r5.0i1.0,5,1,22.3211669921875,-3.6607294497282616
1971,r5.0i2.0,5,2,27.089599609375,1.2132409137228244
1971,r6.0i1.0,6,1,25.34625244140625,-0.6447541610054337
1971,r6.0i2.0,6,2,27.10968017578125,1.1960820737092384
1971,r7.0i1.0,7,1,27.586669921875,0.664516283118207
1971,r7.0i2.0,7,2,25.76593017578125,-0.4671537979789413
1971,r8.0i1.0,8,1,26.02978515625,-0.27484396229619534
1971,r8.0i2.0,8,2,26.085693359375,-0.33831521739130466
1971,r9.0i1.0,9,1,32.284423828125,5.719974683678668
1971,r9.0i2.0,9,2,28.849853515625,2.7898891283118203
1971,r10.0i1.0,10,1,25.68621826171875,-0.48450901197350404
1971,r10.0i2.0,10,2,26.004638671875,-0.34893135402513664
1972,r1.0i1.0,1,1,28.85504150390625,1.8153580375339686
1972,r1.0i2.0,1,2,23.88238525390625,-2.5008717412533983
1972,r2.0i1.0,2,1,24.8984375,-1.2449977708899453
1972,r2.0i2.0,2,2,24.0125732421875,-2.2521004054857343
1972,r3.0i1.0,3,1,25.74432373046875,-1.0214711064877733
1972,r3.0i2.0,3,2,26.0531005859375,0.7001276430876366
1972,r4.0i1.0,4,1,25.6585693359375,-0.8285588803498634
1972,r4.0i2.0,4,2,27.268310546875,1.1881395422894023
1972,r5.0i1.0,5,1,24.41192626953125,-1.5699701723845116
1972,r5.0i2.0,5,2,27.83221435546875,1.9558556598165744
1972,r6.0i1.0,6,1,24.617431640625,-1.3735749617866837
1972,r6.0i2.0,6,2,26.53228759765625,0.6186894955842384
1972,r7.0i1.0,7,1,26.6575927734375,-0.264560865319293
1972,r7.0i2.0,7,2,25.7034912109375,-0.5295927628226913
1972,r8.0i1.0,8,1,29.28839111328125,2.9837619947350547
1972,r8.0i2.0,8,2,30.18115234375,3.7571437669836953
1972,r9.0i1.0,9,1,25.815185546875,-0.749263597571332
1972,r9.0i2.0,9,2,24.67742919921875,-1.3825351880944297
1972,r10.0i1.0,10,1,26.41943359375,0.24870632005774596
1972,r10.0i2.0,10,2,25.3067626953125,-1.0468073305876366
1973,r1.0i1.0,1,1,26.08282470703125,-0.9568587593410314
1973,r1.0i2.0,1,2,24.7484130859375,-1.6348439092221483
1973,r2.0i1.0,2,1,28.43988037109375,2.2964451002038047
1973,r2.0i2.0,2,2,26.35302734375,0.08835369607676569
1973,r3.0i1.0,3,1,26.53070068359375,-0.23509415336277328
1973,r3.0i2.0,3,2,28.99212646484375,3.6391535219938866
1973,r4.0i1.0,4,1,27.39202880859375,0.9049005923063866
1973,r4.0i2.0,4,2,26.61334228515625,0.5331712805706523
1973,r5.0i1.0,5,1,25.79986572265625,-0.18203071925951164
1973,r5.0i2.0,5,2,26.30816650390625,0.4318078082540744
1973,r6.0i1.0,6,1,27.4879150390625,1.4969084366508163
1973,r6.0i2.0,6,2,27.333251953125,1.4196538510529884
1973,r7.0i1.0,7,1,25.73431396484375,-1.187839673913043
1973,r7.0i2.0,7,2,28.3414306640625,2.1083466903023087
1973,r8.0i1.0,8,1,28.2659912109375,1.9613620923913047
1973,r8.0i2.0,8,2,28.9638671875,2.5398586107336953
1973,r9.0i1.0,9,1,29.14385986328125,2.579410718834918
1973,r9.0i2.0,9,2,26.78790283203125,0.7279384447180703
1973,r10.0i1.0,10,1,26.0263671875,-0.14436008619225404
1973,r10.0i2.0,10,2,23.49505615234375,-2.8585138735563866
1974,r1.0i1.0,1,1,22.60504150390625,-4.434641962466031
1974,r1.0i2.0,1,2,26.65216064453125,0.2689036493716017
1974,r2.0i1.0,2,1,25.99371337890625,-0.14972189198369534
1974,r2.0i2.0,2,2,26.9993896484375,0.7347160007642657
1974,r3.0i1.0,3,1,25.3741455078125,-1.3916493291440233
1974,r3.0i2.0,3,2,25.43206787109375,0.07909492824388664
1974,r4.0i1.0,4,1,27.900146484375,1.4130182680876366
1974,r4.0i2.0,4,2,26.036865234375,-0.04330577021059767
1974,r5.0i1.0,5,1,29.10333251953125,3.1214360776154884
1974,r5.0i2.0,5,2,28.2021484375,2.3257897418478244
1974,r6.0i1.0,6,1,24.90771484375,-1.0832917586616837
1974,r6.0i2.0,6,2,22.095947265625,-3.8176508364470116
1974,r7.0i1.0,7,1,29.18328857421875,2.261134935461957
1974,r7.0i2.0,7,2,28.65032958984375,2.4172456160835587
1974,r8.0i1.0,8,1,24.0426025390625,-2.2620265794836953
1974,r8.0i2.0,8,2,24.25750732421875,-2.1665012525475547
1974,r9.0i1.0,9,1,26.7880859375,0.22363679305366801
1974,r9.0i2.0,9,2,24.28570556640625,-1.7742588209069297
1974,r10.0i1.0,10,1,25.75732421875,-0.41340305494225404
1974,r10.0i2.0,10,2,25.2508544921875,-1.1027155337126366
1975,r1.0i1.0,1,1,26.47381591796875,-0.5658675484035314
1975,r1.0i2.0,1,2,22.73065185546875,-3.6526051396908983
1975,r2.0i1.0,2,1,28.2425537109375,2.0991184400475547
1975,r2.0i2.0,2,2,27.9940185546875,1.7293449070142657
1975,r3.0i1.0,3,1,28.87139892578125,2.1056040888247267
1975,r3.0i2.0,3,2,26.0865478515625,0.7335749087126366
1975,r4.0i1.0,4,1,27.09844970703125,0.6113214907438866
1975,r4.0i2.0,4,2,23.8583984375,-2.2217725670855977
1975,r5.0i1.0,5,1,22.5877685546875,-3.3941278872282616
1975,r5.0i2.0,5,2,27.917724609375,2.0413659137228244
1975,r6.0i1.0,6,1,27.729248046875,1.7382414444633163
1975,r6.0i2.0,6,2,27.17999267578125,1.2663945737092384
1975,r7.0i1.0,7,1,26.7130126953125,-0.20914094344429301
1975,r7.0i2.0,7,2,26.781982421875,0.5488984481148087
1975,r8.0i1.0,8,1,27.10028076171875,0.7956516431725547
1975,r8.0i2.0,8,2,26.25506591796875,-0.16894265879755466
1975,r9.0i1.0,9,1,25.34307861328125,-1.221370531165082
1975,r9.0i2.0,9,2,23.6044921875,-2.4554721998131797
1975,r10.0i1.0,10,1,23.08599853515625,-3.084728738536004
1975,r10.0i2.0,10,2,27.78619384765625,1.4326238217561134
1976,r1.0i1.0,1,1,25.7264404296875,-1.3132430366847814
1976,r1.0i2.0,1,2,27.4866943359375,1.1034373407778517
1976,r2.0i1.0,2,1,25.55804443359375,-0.5853908372961953
1976,r2.0i2.0,2,2,24.87115478515625,-1.3935188625169843
1976,r3.0i1.0,3,1,29.6376953125,2.8719004755434767
1976,r3.0i2.0,3,2,24.07440185546875,-1.2785710873811134
1976,r4.0i1.0,4,1,27.5341796875,1.0470514712126366
1976,r4.0i2.0,4,2,24.0821533203125,-1.9980176842730977
1976,r5.0i1.0,5,1,22.66436767578125,-3.3175287661345116
1976,r5.0i2.0,5,2,27.64801025390625,1.7716515582540744
1976,r6.0i1.0,6,1,26.1673583984375,0.1763517960258163
1976,r6.0i2.0,6,2,28.0909423828125,2.1773442807404884
1976,r7.0i1.0,7,1,22.49945068359375,-4.422702955163043
1976,r7.0i2.0,7,2,23.39892578125,-2.8341581925101913
1976,r8.0i1.0,8,1,23.95355224609375,-2.3510768724524453
1976,r8.0i2.0,8,2,25.2249755859375,-1.1990329908288047
1976,r9.0i1.0,9,1,27.92608642578125,1.361637281334918
1976,r9.0i2.0,9,2,24.425048828125,-1.6349155591881797
1976,r10.0i1.0,10,1,27.9296875,1.758960226307746
1976,r10.0i2.0,10,2,27.4381103515625,1.0845403256623634
1977,r1.0i1.0,1,1,25.65130615234375,-1.3883773140285314
1977,r1.0i2.0,1,2,25.080810546875,-1.3024464482846483
1977,r2.0i1.0,2,1,28.37799072265625,2.2345554517663047
1977,r2.0i2.0,2,2,24.2904052734375,-1.9742683742357343
1977,r3.0i1.0,3,1,29.3878173828125,2.6220225458559767
1977,r3.0i2.0,3,2,24.15087890625,-1.2020940365998634
1977,r4.0i1.0,4,1,25.34173583984375,-1.1453923764436134
1977,r4.0i2.0,4,2,29.1727294921875,3.0925584876019023
1977,r5.0i1.0,5,1,25.03338623046875,-0.9485102114470116
1977,r5.0i2.0,5,2,27.045166015625,1.1688073199728244
1977,r6.0i1.0,6,1,23.61346435546875,-2.3775422469429337
1977,r6.0i2.0,6,2,25.5263671875,-0.38723091457201164
1977,r7.0i1.0,7,1,24.68475341796875,-2.237400220788043
1977,r7.0i2.0,7,2,29.37933349609375,3.1462495223335587
1977,r8.0i1.0,8,1,26.68548583984375,0.38085672129755466
1977,r8.0i2.0,8,2,24.45269775390625,-1.9713108228600547
1977,r9.0i1.0,9,1,29.98785400390625,3.423404859459918
1977,r9.0i2.0,9,2,26.42071533203125,0.36075094471807034
1977,r10.0i1.0,10,1,27.3323974609375,1.161670187245246
1977,r10.0i2.0,10,2,22.26715087890625,-4.086419146993887
1978,r1.0i1.0,1,1,28.8709716796875,1.8312882133152186
1978,r1.0i2.0,1,2,24.8128662109375,-1.5703907842221483
1978,r2.0i1.0,2,1,22.917724609375,-3.2257106615149453
1978,r2.0i2.0,2,2,26.45001220703125,0.1853385593580157
1978,r3.0i1.0,3,1,25.9090576171875,-0.8567372197690233
1978,r3.0i2.0,3,2,26.404052734375,1.0510797915251366
1978,r4.0i1.0,4,1,25.03094482421875,-1.4561833920686134
1978,r4.0i2.0,4,2,27.06158447265625,0.9814134680706523
1978,r5.0i1.0,5,1,27.7213134765625,1.7394170346467384
1978,r5.0i2.0,5,2,27.5841064453125,1.7077477496603244
1978,r6.0i1.0,6,1,27.1043701171875,1.1133635147758163
1978,r6.0i2.0,6,2,24.06427001953125,-1.8493280825407616
1978,r7.0i1.0,7,1,28.2342529296875,1.312099290930707
1978,r7.0i2.0,7,2,24.7613525390625,-1.4717314346976913
1978,r8.0i1.0,8,1,27.8404541015625,1.5358249830163047
1978,r8.0i2.0,8,2,26.616943359375,0.19293478260869534
1978,r9.0i1.0,9,1,30.74847412109375,4.184024976647418
1978,r9.0i2.0,9,2,26.89886474609375,0.8389003587805703
1978,r10.0i1.0,10,1,28.059814453125,1.889087179432746
1978,r10.0i2.0,10,2,23.4033203125,-2.9502497134001366
1979,r1.0i1.0,1,1,26.77642822265625,-0.2632552437160314
1979,r1.0i2.0,1,2,25.420166015625,-0.9630909795346483
1979,r2.0i1.0,2,1,27.11572265625,0.9722873853600547
1979,r2.0i2.0,2,2,30.3824462890625,4.117772641389266
1979,r3.0i1.0,3,1,22.20782470703125,-4.557970129925273
1979,r3.0i2.0,3,2,24.56427001953125,-0.7887029233186134
1979,r4.0i1.0,4,1,26.59442138671875,0.10729317043138664
1979,r4.0i2.0,4,2,27.8431396484375,1.7629686438519023
1979,r5.0i1.0,5,1,26.56134033203125,0.5794438901154884
1979,r5.0i2.0,5,2,23.1060791015625,-2.7702795940896756
1979,r6.0i1.0,6,1,28.500732421875,2.5097258194633163
1979,r6.0i2.0,6,2,28.35076904296875,2.4371709408967384
1979,r7.0i1.0,7,1,26.785400390625,-0.13675324813179301
1979,r7.0i2.0,7,2,27.2158203125,0.9827363387398087
1979,r8.0i1.0,8,1,26.15350341796875,-0.15112570057744534
1979,r8.0i2.0,8,2,26.92034912109375,0.49634054432744534
1979,r9.0i1.0,9,1,28.15740966796875,1.592960523522418
1979,r9.0i2.0,9,2,23.8743896484375,-2.1855747388756797
1979,r10.0i1.0,10,1,26.18243408203125,0.011706808338995955
1979,r10.0i2.0,10,2,24.082275390625,-2.2712946352751366
1980,r1.0i1.0,1,1,23.71014404296875,-3.3295394234035314
1980,r1.0i2.0,1,2,27.23291015625,0.8496531610903517
1980,r2.0i1.0,2,1,28.684326171875,2.5408909009850547
1980,r2.0i2.0,2,2,26.339111328125,0.07443768045176569
1980,r3.0i1.0,3,1,28.3714599609375,1.6056651239809767
1980,r3.0i2.0,3,2,21.15179443359375,-4.201178509256113
1980,r4.0i1.0,4,1,23.97186279296875,-2.5152654233186134
1980,r4.0i2.0,4,2,21.22711181640625,-4.853059188179348
1980,r5.0i1.0,5,1,26.4498291015625,0.46793265964673836
1980,r5.0i2.0,5,2,28.13116455078125,2.2548058551290744
1980,r6.0i1.0,6,1,26.49444580078125,0.5034391983695663
1980,r6.0i2.0,6,2,28.5067138671875,2.5931157651154884
1980,r7.0i1.0,7,1,28.13031005859375,1.208156419836957
1980,r7.0i2.0,7,2,26.19903564453125,-0.0340483292289413
1980,r8.0i1.0,8,1,27.4554443359375,1.1508152173913047
1980,r8.0i2.0,8,2,24.58447265625,-1.8395359205163047
1980,r9.0i1.0,9,1,25.78155517578125,-0.782893968665082
1980,r9.0i2.0,9,2,27.845458984375,1.7854945970618203
1980,r10.0i1.0,10,1,23.99383544921875,-2.176891824473504
1980,r10.0i2.0,10,2,25.573974609375,-0.7795954165251366
1981,r1.0i1.0,1,1,26.0361328125,-1.0035506538722814
1981,r1.0i2.0,1,2,25.5506591796875,-0.8325978154721483
